gender,ethnicity,birth,stark,star1,star2,star3,readk,read1,read2,read3,mathk,math1,math2,math3,lunchk,lunch1,lunch2,lunch3,schoolk,school1,school2,school3,degreek,degree1,degree2,degree3,ladderk,ladder1,ladder2,ladder3,experiencek,experience1,experience2,experience3,tethnicityk,tethnicity1,tethnicity2,tethnicity3,systemk,system1,system2,system3,schoolidk,schoolid1,schoolid2,schoolid3,student_id
female,cauc,1980 Q2,regular,small,small,small,419,514,568,592,459,532,545,591,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,master,bachelor,level1,apprentice,level3,level3,13,2,14,16,cauc,cauc,cauc,afam,23,23,23,23,55,55,55,55,9ef64c
male,afam,1980 Q1,regular,regular,regular,regular,433,530,586,641,478,562,593,622,non-free,non-free,free,free,inner-city,inner-city,inner-city,inner-city,master,bachelor,master,master,probation,level1,level1,level1,3,14,13,19,afam,afam,cauc,afam,22,22,22,22,53,53,53,53,95f4ca
male,cauc,1979 Q4,regular,regular+aide,regular+aide,regular+aide,503,604,627,639,559,549,611,612,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,level1,10,9,8,15,cauc,cauc,cauc,cauc,30,30,30,30,63,63,63,63,27a840
male,afam,1980 Q3,regular+aide,regular,regular,regular,405,475,557,604,434,505,526,610,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,master,master,level1,apprentice,level1,level1,6,2,9,26,cauc,cauc,cauc,afam,11,11,11,11,16,16,16,16,a6b77e
female,cauc,1980 Q2,regular+aide,small,small,small,418,487,532,624,494,553,561,626,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,master,level1,apprentice,apprentice,level1,18,13,2,6,cauc,cauc,cauc,cauc,22,22,22,22,52,52,52,52,37bfc2
male,afam,1980 Q2,regular+aide,regular,regular,small,428,558,586,657,468,520,582,645,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,master,bachelor,bachelor,apprentice,level1,probation,notladder,1,21,2,22,afam,cauc,cauc,cauc,11,11,11,11,14,14,14,14,70b8ee
male,cauc,1979 Q3,regular,regular+aide,regular+aide,regular+aide,410,488,555,580,444,497,525,571,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,phd,bachelor,bachelor,level1,level1,level1,notladder,15,11,12,29,cauc,cauc,cauc,cauc,12,12,12,12,36,36,36,36,46c836
female,cauc,1980 Q1,regular,regular+aide,regular+aide,regular+aide,437,579,582,608,500,549,584,606,free,free,free,free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,level1,10,9,15,15,cauc,cauc,cauc,cauc,30,30,30,30,63,63,63,63,974c24
male,afam,1980 Q4,small,small,small,small,434,499,559,650,506,553,548,655,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,master,bachelor,bachelor,probation,level1,notladder,level1,9,9,2,8,afam,afam,afam,afam,11,11,11,11,22,22,22,22,23170a
female,cauc,1980 Q2,regular,regular,regular,regular,445,651,732,686,494,592,674,691,free,non-free,free,free,rural,rural,rural,rural,bachelor,bachelor,master,master,level1,level1,apprentice,level1,4,12,1,18,cauc,cauc,cauc,cauc,15,15,15,15,39,39,39,39,f4dfbc
male,afam,1980 Q2,small,small,small,small,463,524,637,595,484,557,639,608,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,master,bachelor,bachelor,level1,level3,level1,level1,16,14,16,9,afam,cauc,afam,cauc,22,22,22,22,51,51,51,51,91906f
male,cauc,1980 Q2,regular,regular,regular,regular,411,480,586,565,468,512,561,561,free,free,free,free,rural,rural,rural,rural,bachelor,bachelor,master,master,level1,level1,apprentice,level1,4,12,1,18,cauc,cauc,cauc,cauc,15,15,15,15,39,39,39,39,e1bea6
male,cauc,1980 Q1,small,small,small,small,434,533,631,665,528,557,579,634,free,free,free,free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,probation,level1,9,5,0,15,cauc,cauc,cauc,cauc,9,9,9,9,12,12,12,12,52cd9e
female,afam,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,456,544,622,647,506,572,639,678,free,free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,master,apprentice,probation,level1,level2,1,2,9,28,afam,afam,cauc,cauc,11,11,11,11,20,20,20,20,edba30
male,cauc,1980 Q1,regular,regular,regular,regular,463,604,650,693,559,601,648,691,free,free,free,free,rural,rural,rural,rural,bachelor,bachelor,master,master,level1,level1,apprentice,level1,4,12,1,18,cauc,cauc,cauc,cauc,15,15,15,15,39,39,39,39,6488a0
male,afam,1980 Q3,small,small,small,small,470,579,684,693,576,612,674,711,free,free,free,free,suburban,suburban,suburban,suburban,bachelor,bachelor,master,bachelor,level1,probation,level1,probation,12,1,11,8,afam,afam,cauc,cauc,11,11,11,11,25,25,25,25,31729c
male,cauc,1980 Q1,regular,regular,regular,regular,411,485,530,583,439,520,554,589,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,master,level1,level1,level1,level1,11,4,18,6,cauc,cauc,cauc,cauc,31,31,31,31,64,64,64,64,e0c108
female,cauc,1980 Q1,regular,regular+aide,regular+aide,regular+aide,518,651,732,693,602,562,648,659,non-free,non-free,non-free,free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,level1,notladder,12,20,19,2,cauc,cauc,cauc,cauc,31,31,31,31,65,65,65,65,fa5f90
male,cauc,1979 Q4,small,small,small,small,470,579,614,614,547,592,607,667,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,bachelor,level1,level3,level1,level1,4,18,4,5,cauc,cauc,cauc,cauc,5,5,5,5,7,7,7,7,88d19e
male,cauc,1980 Q1,small,small,small,small,390,490,569,616,459,529,559,645,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,master,master,apprentice,level1,level1,level1,1,10,18,11,cauc,cauc,afam,cauc,24,24,24,24,57,57,57,57,831302
male,afam,1979 Q4,regular,regular+aide,regular+aide,regular+aide,470,514,557,595,484,529,568,594,free,free,free,free,rural,rural,rural,rural,bachelor,bachelor,bachelor,master,level2,level1,level1,level1,10,9,23,15,cauc,cauc,cauc,cauc,34,34,34,34,68,68,68,68,8c0808
female,cauc,1980 Q1,regular+aide,regular,regular,regular,431,530,614,680,513,572,632,684,free,non-free,free,free,rural,rural,rural,rural,bachelor,bachelor,bachelor,master,level1,level1,apprentice,level1,3,12,2,5,cauc,cauc,cauc,cauc,32,32,32,32,66,66,66,66,6789aa
female,afam,1980 Q1,small,small,small,small,580,604,608,620,536,535,536,604,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,bachelor,level1,notladder,level1,level1,12,6,15,13,cauc,cauc,cauc,cauc,21,21,21,21,50,50,49,49,c867c2
female,cauc,1980 Q2,small,small,small,small,456,536,618,606,478,532,577,626,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master,bachelor,master,bachelor,level1,level1,level1,apprentice,8,6,9,6,cauc,cauc,cauc,cauc,25,25,25,25,58,58,58,58,60fd91
female,afam,1980 Q3,regular+aide,regular,regular,regular,433,564,627,644,513,601,639,672,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,master,level1,notladder,level3,level1,21,0,22,26,afam,afam,cauc,cauc,11,11,11,11,23,23,23,23,3cc323
female,afam,1980 Q1,regular,regular+aide,regular+aide,regular,443,519,566,604,484,490,554,583,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,master,bachelor,bachelor,apprentice,level3,level1,level1,1,24,11,20,afam,afam,cauc,cauc,11,11,11,11,22,22,22,22,fc7a39
male,cauc,1979 Q4,small,small,small,small,442,527,591,633,536,549,563,603,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,notladder,level1,6,13,14,18,cauc,cauc,cauc,cauc,35,35,35,35,69,69,69,69,022e4e
female,cauc,1980 Q2,regular+aide,regular+aide,regular+aide,regular+aide,424,509,566,620,528,529,593,610,free,free,free,free,rural,rural,rural,rural,bachelor,master,bachelor,master,level1,level1,level1,level2,9,11,7,17,cauc,afam,cauc,cauc,21,21,21,21,49,49,49,49,980570
male,afam,1980 Q1,regular,regular+aide,regular+aide,regular+aide,418,516,532,602,423,507,577,639,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,level1,apprentice,apprentice,level2,12,1,1,11,cauc,afam,cauc,afam,18,18,18,18,45,45,45,45,89b0b2
male,cauc,1980 Q3,regular,regular,regular,regular,436,487,650,618,468,500,632,629,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,master,master,master,level1,level1,level1,level1,8,8,22,15,cauc,cauc,cauc,cauc,4,4,4,4,4,4,4,4,6fa2e2
female,cauc,1980 Q2,small,small,small,small,430,558,596,622,473,562,550,618,non-free,non-free,non-free,free,rural,rural,rural,rural,bachelor,bachelor,master,bachelor,level1,apprentice,level3,level3,15,2,14,16,cauc,cauc,cauc,afam,23,23,23,23,55,55,55,55,280b5a
female,cauc,1980 Q2,regular,regular+aide,regular+aide,regular+aide,442,604,650,636,489,572,599,667,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,master,bachelor,level1,level1,level1,level1,17,15,20,9,cauc,cauc,cauc,cauc,12,12,12,12,34,34,34,34,56da49
male,afam,1980 Q3,regular+aide,small,small,regular+aide,407,521,559,599,468,500,526,586,free,free,non-free,free,inner-city,inner-city,inner-city,inner-city,bachelor,master,bachelor,master,level1,level1,probation,level2,6,30,3,13,afam,afam,cauc,afam,11,11,11,11,26,26,26,26,992f77
male,cauc,1980 Q2,regular+aide,regular+aide,regular,regular,448,527,591,597,484,520,587,645,free,free,free,free,rural,rural,rural,rural,bachelor,master,master,bachelor,level1,level1,level1,level1,9,11,15,9,cauc,afam,cauc,cauc,21,21,30,30,49,49,63,63,5a0b5d
female,cauc,1980 Q2,small,small,small,small,465,558,599,592,528,567,620,618,free,free,free,free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,level1,7,7,20,20,cauc,cauc,cauc,cauc,30,30,30,30,63,63,63,63,74ea76
male,cauc,1979 Q4,regular,regular+aide,regular+aide,regular+aide,408,477,573,557,463,515,550,591,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,master,apprentice,level1,level1,level2,1,18,15,15,cauc,cauc,cauc,cauc,40,40,40,40,76,77,77,77,2b0df2
male,cauc,1979 Q4,regular,regular,regular,small,467,548,584,624,536,567,587,612,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,master,level1,level1,level1,level1,11,20,11,4,cauc,cauc,cauc,cauc,21,21,21,21,49,49,49,49,ef3f61
female,cauc,1980 Q1,regular,regular+aide,regular+aide,regular+aide,470,590,650,636,520,532,596,631,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,master,level1,level1,level1,level2,11,11,7,17,cauc,afam,cauc,cauc,21,21,21,21,49,49,49,49,9f1c18
male,cauc,1979 Q4,regular,regular,regular,regular,424,497,564,602,506,523,587,626,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,probation,apprentice,5,12,2,1,cauc,cauc,cauc,cauc,19,19,19,19,47,47,47,47,02c635
female,cauc,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,580,651,684,661,626,676,721,774,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,master,level1,level1,notladder,level1,13,16,4,14,cauc,cauc,afam,cauc,8,8,8,8,11,11,11,11,859069
female,cauc,1980 Q1,small,small,small,small,421,604,599,647,468,601,620,651,free,free,free,free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,level1,level1,13,6,20,10,cauc,cauc,cauc,cauc,6,6,6,6,8,8,8,8,ae37f5
female,afam,1980 Q3,regular,regular,regular,regular+aide,461,516,559,614,536,484,550,655,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,level1,apprentice,level1,level2,24,1,12,14,afam,cauc,afam,afam,11,11,11,11,22,22,22,22,9c1a8c
male,cauc,1979 Q4,small,small,small,small,443,495,575,636,473,526,557,622,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master,bachelor,master,master,level1,level3,level1,level1,7,19,17,17,cauc,cauc,cauc,cauc,12,12,12,12,36,36,36,36,81f16c
male,cauc,1979 Q3,small,regular+aide,small,small,425,571,669,641,520,567,639,651,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,bachelor,bachelor,level1,level2,level1,apprentice,8,10,6,2,cauc,cauc,cauc,cauc,40,1,40,40,76,1,77,77,6f1f78
male,cauc,1980 Q3,regular+aide,regular,regular,regular,456,558,582,633,506,567,535,610,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,bachelor,level1,probation,level1,level1,17,0,8,22,cauc,cauc,cauc,cauc,25,25,25,25,58,58,58,58,5c1fcb
male,cauc,1980 Q3,small,small,small,small,424,468,564,604,459,502,559,601,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,master,master,level1,level1,level1,level2,15,11,14,10,cauc,cauc,cauc,cauc,23,23,23,23,55,55,55,55,df690a
male,cauc,1980 Q2,regular+aide,regular,regular,regular,410,499,608,620,478,542,572,582,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,probation,level1,level1,13,0,20,28,cauc,cauc,cauc,cauc,40,40,40,40,76,77,77,77,3a093e
female,afam,1980 Q3,small,small,small,small,411,488,559,626,484,538,543,580,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,apprentice,level1,level1,level1,2,38,10,29,afam,afam,afam,afam,11,11,11,11,16,16,16,16,d6b335
male,cauc,1979 Q4,small,small,small,small,425,558,627,639,484,557,596,626,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,bachelor,bachelor,level1,level1,level1,apprentice,8,14,6,2,cauc,cauc,cauc,cauc,40,40,40,40,76,77,77,77,d4982e
male,cauc,1979 Q4,regular+aide,regular,regular,regular,495,629,709,661,559,612,674,691,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,master,level1,level1,notladder,level1,10,8,10,13,cauc,cauc,afam,cauc,36,36,36,36,72,72,72,72,4a8df8
male,cauc,1980 Q1,small,small,small,small,456,558,582,577,520,542,572,571,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,master,bachelor,level1,level3,level1,level3,4,26,9,23,cauc,cauc,cauc,cauc,5,5,5,5,7,7,7,7,45d49e
female,cauc,1980 Q2,small,small,small,small,472,604,669,665,500,553,563,604,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,bachelor,master,level1,level1,level1,level1,4,8,18,12,cauc,cauc,cauc,cauc,30,30,30,30,63,63,63,63,e8faad
male,cauc,1980 Q3,regular+aide,regular+aide,regular+aide,regular+aide,453,604,659,728,506,592,721,774,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,level1,12,39,9,16,cauc,cauc,cauc,cauc,9,9,9,9,12,12,12,12,db2b56
male,cauc,1980 Q2,regular,regular,regular,small,431,477,524,559,454,500,550,580,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,probation,level1,5,12,2,34,cauc,cauc,cauc,cauc,19,19,19,19,47,47,47,47,b25105
male,cauc,1980 Q3,regular,regular+aide,regular+aide,regular+aide,458,571,593,618,484,557,611,645,non-free,non-free,non-free,non-free,urban,urban,urban,urban,bachelor,master,master,master,level1,level1,level1,level1,3,14,18,36,cauc,cauc,cauc,cauc,7,7,7,7,10,10,10,10,8590c1
female,afam,1980 Q2,regular,regular,regular,regular,431,492,564,593,459,486,572,618,free,free,free,free,inner-city,inner-city,inner-city,inner-city,master,master,master,master,level1,notladder,level1,level1,15,3,30,22,afam,cauc,afam,cauc,11,11,11,11,26,26,26,26,6fcc96
male,cauc,1980 Q3,regular,regular,regular,regular,416,507,549,622,459,520,504,591,free,free,free,free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,probation,level1,apprentice,notladder,0,7,1,7,cauc,cauc,cauc,cauc,33,33,33,33,67,67,67,67,3cac20
female,afam,1980 Q3,regular+aide,small,small,small,407,501,577,597,478,497,587,612,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,level1,3,6,28,11,afam,cauc,afam,cauc,11,11,11,11,15,15,15,15,d10530
male,cauc,1979 Q4,regular+aide,regular+aide,regular+aide,regular+aide,448,544,575,616,449,523,557,634,free,non-free,non-free,free,suburban,suburban,rural,rural,master,phd,master,master,level1,level1,level1,level1,14,11,8,16,cauc,cauc,cauc,cauc,12,12,12,12,36,36,34,34,91bb5c
female,cauc,1980 Q3,regular+aide,regular,regular+aide,regular+aide,422,533,650,612,454,542,639,663,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,level1,level1,8,19,6,17,cauc,cauc,cauc,cauc,14,14,14,14,38,38,38,38,6af7aa
female,cauc,1979 Q4,regular,regular+aide,regular+aide,regular+aide,455,604,588,629,513,557,577,634,free,free,free,free,rural,rural,rural,rural,bachelor,bachelor,bachelor,specialist,apprentice,level1,probation,level2,2,5,3,12,cauc,cauc,cauc,cauc,16,16,16,16,40,40,40,40,04fa8f
female,cauc,1980 Q3,regular,regular,regular,regular,425,558,614,661,478,557,599,608,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,level1,level1,17,6,12,14,cauc,cauc,cauc,cauc,12,12,12,12,34,34,34,34,4fb01d
male,afam,1980 Q1,regular+aide,regular,regular,regular,495,465,554,585,559,495,568,606,free,free,non-free,non-free,inner-city,inner-city,inner-city,inner-city,master,bachelor,bachelor,bachelor,apprentice,apprentice,apprentice,notladder,24,2,1,3,cauc,cauc,cauc,cauc,11,11,11,11,30,30,30,30,2711ac
female,cauc,1979 Q4,regular+aide,regular,regular,regular,455,536,584,618,576,529,572,606,non-free,free,non-free,free,rural,rural,rural,rural,master,bachelor,master,bachelor,level1,apprentice,level1,probation,21,1,12,3,cauc,cauc,cauc,cauc,16,16,16,16,40,40,40,40,87659b
male,afam,1980 Q2,small,small,small,small,418,490,562,588,494,549,572,593,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,apprentice,level1,level1,level1,2,38,10,29,afam,afam,afam,afam,11,11,11,11,16,16,16,16,fd0469
male,cauc,1979 Q3,small,small,small,small,497,629,627,657,602,592,632,659,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master,bachelor,master,bachelor,level1,level1,apprentice,level1,18,20,15,5,cauc,cauc,afam,cauc,17,17,17,17,41,41,41,41,98a36f
male,cauc,1979 Q3,small,small,small,small,425,530,604,620,500,545,584,596,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,bachelor,bachelor,level1,level1,level1,apprentice,8,14,6,2,cauc,cauc,cauc,cauc,40,40,40,40,76,77,77,77,520bf0
male,cauc,1980 Q2,regular,small,small,small,442,495,536,606,494,538,615,642,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,master,level1,level1,apprentice,level1,12,8,1,8,cauc,cauc,cauc,cauc,18,18,18,18,46,46,46,46,b3d503
female,afam,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,456,590,575,590,484,526,620,614,free,free,non-free,free,rural,rural,rural,rural,master+,bachelor,bachelor,bachelor,level1,level1,level1,level1,12,9,8,15,cauc,cauc,cauc,cauc,30,30,30,30,63,63,63,63,75dca9
male,afam,1980 Q4,small,small,small,small,470,524,591,614,626,612,533,629,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,master,bachelor,bachelor,level1,level1,notladder,level1,3,9,2,8,afam,afam,afam,afam,11,11,11,11,22,22,22,22,3daf90
female,cauc,1980 Q1,small,small,small,small,421,482,593,602,473,500,565,603,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,master,bachelor,apprentice,level1,level1,level1,1,15,11,18,cauc,cauc,cauc,cauc,24,24,24,24,57,57,57,57,623750
